instance,index_of_system,number_of_subsystems,number_of_component_types,number_of_resource_types,number_of_q_terms,number_of_q_nodes,number_of_q_sorted_nodes,number_of_qr_terms,number_of_qr_nodes,number_of_qr_sorted_nodes,solution_model,number_of_vars,number_of_bin_vars,number_of_cons,number_of_nzs,number_of_bb_nodes,cpu_time,obj,solution
rrap_ns10_nh2_m2_seed2,9,10,2,2,87,142,136,14,51,35,[TREE],1506,125,278,5074,18725,2.85869,0.928186,"0	1	1	0	0	2	0	3	0	1	1	0	2	0	1	0	0	1	0	4	"
rrap_ns10_nh2_m2_seed3,9,10,2,2,87,142,136,14,51,35,[TREE],2006,185,338,7064,18339,2.69777,0.944541,"0	1	0	1	2	0	0	3	2	0	1	0	2	0	0	1	1	0	1	3	"
rrap_ns10_nh2_m2_seed4,9,10,2,2,87,142,136,14,51,35,[TREE],1964,178,331,6889,114693,12.1308,0.969582,"0	1	1	0	3	0	3	0	1	0	0	1	0	1	0	1	2	0	0	4	"
rrap_ns10_nh3_m2_seed1,9,10,3,2,87,142,136,14,51,35,[TREE],2074,184,388,7008,42174,9.22068,0.906395,"0	0	1	0	0	1	1	0	0	0	1	0	2	0	0	2	0	0	0	0	1	2	0	0	1	0	0	1	0	2	"
rrap_ns10_nh3_m2_seed2,9,10,3,2,87,142,136,14,51,35,[TREE],2002,181,385,6744,36112,9.08829,0.911652,"1	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	2	0	0	1	1	0	0	0	0	1	0	0	3	"
rrap_ns10_nh3_m2_seed3,9,10,3,2,87,142,136,14,51,35,[TREE],2048,191,395,6945,57518,12.4747,0.937487,"0	1	0	0	1	0	0	2	0	0	3	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	4	0	0	"
rrap_ns10_nh3_m2_seed4,9,10,3,2,87,142,136,14,51,35,[TREE],1774,148,352,5814,13257,2.14337,0.885894,"0	1	0	0	1	0	0	0	1	1	1	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	3	"
rrap_ns10_nh4_m2_seed1,9,10,4,2,87,142,136,14,51,35,[TREE],2682,241,496,9074,240671,37.6306,0.943704,"1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	3	0	0	0	"
rrap_ns10_nh4_m2_seed2,9,10,4,2,87,142,136,14,51,35,[TREE],3198,298,553,11108,1.90E+07,1793.9,0.947554,"0	1	0	0	0	1	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	1	"
rrap_ns10_nh4_m2_seed3,9,10,4,2,87,142,136,14,51,35,[TREE],2512,216,471,8379,111502,21.0901,0.926174,"0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	4	"
rrap_ns10_nh4_m2_seed4,9,10,4,2,87,142,136,14,51,35,[TREE],2566,222,477,8592,100909,16.4013,0.923952,"1	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	1	1	1	0	"
rrap_ns10_nh2_m2_seed1,9,10,2,2,87,142,136,14,51,35,[OB-TREE],848,99,204,2847,1441,0.565773,0.880582,"0	1	0	1	1	0	1	0	2	0	2	0	1	0	0	1	1	1	0	2	"
rrap_ns10_nh2_m2_seed2,9,10,2,2,87,142,136,14,51,35,[OB-TREE],978,125,230,3406,11811,2.08235,0.928186,"0	1	1	0	0	2	0	3	0	1	1	0	2	0	1	0	0	1	0	4	"
rrap_ns10_nh2_m2_seed3,9,10,2,2,87,142,136,14,51,35,[OB-TREE],1410,185,290,5158,10949,1.13556,0.944541,"0	1	0	1	2	0	0	3	2	0	1	0	2	0	0	1	1	0	1	3	"
rrap_ns10_nh2_m2_seed4,9,10,2,2,87,142,136,14,51,35,[OB-TREE],1342,178,283,4892,61147,3.54492,0.969581,"0	1	1	0	3	0	3	0	1	0	0	1	0	1	0	1	2	0	0	4	"
rrap_ns10_nh3_m2_seed1,9,10,3,2,87,142,136,14,51,35,[OB-TREE],1470,184,324,5146,42702,7.45277,0.906395,"0	0	1	0	0	1	1	0	0	0	1	0	2	0	0	2	0	0	0	0	1	2	0	0	1	0	0	1	0	2	"
rrap_ns10_nh3_m2_seed2,9,10,3,2,87,142,136,14,51,35,[OB-TREE],1374,181,321,4798,40256,6.65006,0.911652,"1	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	2	0	0	1	1	0	0	0	0	1	0	0	3	"
rrap_ns10_nh3_m2_seed3,9,10,3,2,87,142,136,14,51,35,[OB-TREE],1406,191,331,4950,67079,6.81605,0.937487,"0	1	0	0	1	0	0	2	0	0	3	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	4	0	0	"
rrap_ns10_nh3_m2_seed4,9,10,3,2,87,142,136,14,51,35,[OB-TREE],1146,148,288,3868,14267,1.58118,0.885894,"0	1	0	0	1	0	0	0	1	1	1	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	3	"
rrap_ns10_nh4_m2_seed1,9,10,4,2,87,142,136,14,51,35,[OB-TREE],1814,241,416,6360,281864,27.4664,0.943704,"1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	3	0	0	0	"
rrap_ns10_nh4_m2_seed2,9,10,4,2,87,142,136,14,51,35,[OB-TREE],2252,298,473,8121,1.18E+07,959.023,0.947554,"0	1	0	0	0	1	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	1	"
rrap_ns10_nh4_m2_seed3,9,10,4,2,87,142,136,14,51,35,[OB-TREE],1674,216,391,5770,140070,19.0392,0.926174,"0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	4	"
rrap_ns10_nh4_m2_seed4,9,10,4,2,87,142,136,14,51,35,[OB-TREE],1782,222,397,6172,110712,11.618,0.923952,"1	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	1	1	1	0	"
rrap_ns10_nh2_m2_seed1,10,10,2,2,99,133,108,9,29,26,[Q-BASIC],23820,99,1179,56612,733,1.7175,0.67433,"0	1	0	1	1	0	2	0	2	0	1	0	1	0	0	1	2	2	0	1	"
rrap_ns10_nh2_m2_seed2,10,10,2,2,99,133,108,9,29,26,[Q-BASIC],25181,125,1205,62198,1412,1.77627,0.717961,"0	1	1	0	0	1	0	2	1	1	1	0	1	0	1	0	1	2	0	3	"
rrap_ns10_nh2_m2_seed3,10,10,2,2,99,133,108,9,29,26,[Q-BASIC],28174,185,1265,75084,416,1.80592,0.871031,"0	1	0	1	0	1	0	3	4	0	0	1	1	0	0	1	3	0	1	2	"
rrap_ns10_nh2_m2_seed4,10,10,2,2,99,133,108,9,29,26,[Q-BASIC],27705,178,1258,73458,487,1.17134,0.922683,"1	0	1	0	1	0	2	1	4	0	0	1	0	1	0	1	4	0	0	3	"
rrap_ns10_nh3_m2_seed1,10,10,3,2,99,133,108,9,29,26,[Q-BASIC],29189,184,1804,75380,3607,3.74383,0.729299,"0	1	0	0	1	0	1	0	0	0	2	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	2	2	0	0	"
rrap_ns10_nh3_m2_seed2,10,10,3,2,99,133,108,9,29,26,[Q-BASIC],29004,181,1801,74818,1040,3.24222,0.80297,"1	0	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	"
rrap_ns10_nh3_m2_seed3,10,10,3,2,99,133,108,9,29,26,[Q-BASIC],29657,191,1811,77124,1125,1.76629,0.813815,"0	1	0	0	1	0	0	1	0	2	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	2	0	3	0	0	"
rrap_ns10_nh3_m2_seed4,10,10,3,2,99,133,108,9,29,26,[Q-BASIC],27421,148,1768,68040,1183,1.65869,0.701482,"0	1	0	0	1	0	0	0	1	1	0	1	0	2	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	2	"
rrap_ns10_nh4_m2_seed1,10,10,4,2,99,133,108,9,29,26,[Q-BASIC],33359,241,2401,89118,11876,5.9406,0.844493,"1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	"
rrap_ns10_nh4_m2_seed2,10,10,4,2,99,133,108,9,29,26,[Q-BASIC],36584,298,2458,102216,62269,53.6289,0.834676,"0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	2	0	"
rrap_ns10_nh4_m2_seed3,10,10,4,2,99,133,108,9,29,26,[Q-BASIC],32175,216,2376,84190,5659,10.8669,0.759114,"0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	2	"
rrap_ns10_nh4_m2_seed4,10,10,4,2,99,133,108,9,29,26,[Q-BASIC],32596,222,2382,85716,3465,4.29347,0.820863,"0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	3	0	0	0	2	0	0	"
rrap_ns10_nh2_m2_seed1,10,10,2,2,99,133,108,9,29,26,[Q-TREE],3306,99,365,10340,749,1.72314,0.67433,"0	1	0	1	1	0	2	0	2	0	1	0	1	0	0	1	2	2	0	1	"
rrap_ns10_nh2_m2_seed2,10,10,2,2,99,133,108,9,29,26,[Q-TREE],4112,125,391,13265,1381,1.589,0.717961,"0	1	1	0	0	1	0	2	0	2	1	0	1	0	1	0	1	2	0	3	"
rrap_ns10_nh2_m2_seed3,10,10,2,2,99,133,108,9,29,26,[Q-TREE],5076,185,451,16879,1012,1.00972,0.871031,"0	1	0	1	0	1	0	3	4	0	0	1	1	0	0	1	3	0	1	2	"
rrap_ns10_nh2_m2_seed4,10,10,2,2,99,133,108,9,29,26,[Q-TREE],5222,178,444,17362,429,1.11261,0.922683,"1	0	1	0	1	0	2	1	4	0	0	1	0	1	0	1	4	0	0	3	"
rrap_ns10_nh3_m2_seed1,10,10,3,2,99,133,108,9,29,26,[Q-TREE],5274,184,583,16909,3479,5.53751,0.7293,"0	1	0	0	1	0	1	0	0	0	2	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	2	2	0	0	"
rrap_ns10_nh3_m2_seed2,10,10,3,2,99,133,108,9,29,26,[Q-TREE],5108,181,580,16316,1773,3.85203,0.802969,"1	0	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	"
rrap_ns10_nh3_m2_seed3,10,10,3,2,99,133,108,9,29,26,[Q-TREE],5240,191,590,16818,919,1.31689,0.813816,"0	1	0	0	1	0	0	1	0	2	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	2	0	3	0	0	"
rrap_ns10_nh3_m2_seed4,10,10,3,2,99,133,108,9,29,26,[Q-TREE],4742,148,547,14903,1182,1.27694,0.701483,"0	1	0	0	1	0	0	0	1	1	0	1	0	2	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	2	"
rrap_ns10_nh4_m2_seed1,10,10,4,2,99,133,108,9,29,26,[Q-TREE],6946,241,773,22330,14617,6.43922,0.844491,"1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	"
rrap_ns10_nh4_m2_seed2,10,10,4,2,99,133,108,9,29,26,[Q-TREE],8190,298,830,26912,59901,41.7611,0.834677,"0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	2	0	"
rrap_ns10_nh4_m2_seed3,10,10,4,2,99,133,108,9,29,26,[Q-TREE],6712,216,748,21411,5352,8.68718,0.759113,"0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	2	"
rrap_ns10_nh4_m2_seed4,10,10,4,2,99,133,108,9,29,26,[Q-TREE],6794,222,754,21722,5065,4.59093,0.820863,"0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	3	0	0	0	2	0	0	"
rrap_ns10_nh2_m2_seed1,10,10,2,2,99,133,108,9,29,26,[Q-OB-TREE],2508,99,315,7814,580,1.07527,0.674329,"0	1	0	1	1	0	2	0	2	0	1	0	1	0	0	1	2	2	0	1	"
rrap_ns10_nh2_m2_seed2,10,10,2,2,99,133,108,9,29,26,[Q-OB-TREE],3216,125,341,10396,1493,1.44127,0.71796,"0	1	1	0	0	1	0	2	1	1	1	0	1	0	1	0	1	2	0	3	"
rrap_ns10_nh2_m2_seed3,10,10,2,2,99,133,108,9,29,26,[Q-OB-TREE],4080,185,401,13660,386,1.1556,0.871034,"0	1	0	1	0	1	0	3	4	0	0	1	1	0	0	1	3	0	1	2	"
rrap_ns10_nh2_m2_seed4,10,10,2,2,99,133,108,9,29,26,[Q-OB-TREE],4156,178,394,13898,825,0.902475,0.922683,"1	0	1	0	1	0	2	1	4	0	0	1	0	1	0	1	4	0	0	3	"
rrap_ns10_nh3_m2_seed1,10,10,3,2,99,133,108,9,29,26,[Q-OB-TREE],4331,184,508,13988,3628,3.16617,0.729298,"0	1	0	0	1	0	1	0	0	0	2	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	2	2	0	0	"
rrap_ns10_nh3_m2_seed2,10,10,3,2,99,133,108,9,29,26,[Q-OB-TREE],4323,181,505,13948,959,1.1785,0.802971,"1	0	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	"
rrap_ns10_nh3_m2_seed3,10,10,3,2,99,133,108,9,29,26,[Q-OB-TREE],4271,191,515,13806,805,1.36229,0.813814,"0	1	0	0	1	0	0	1	0	2	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	2	0	3	0	0	"
rrap_ns10_nh3_m2_seed4,10,10,3,2,99,133,108,9,29,26,[Q-OB-TREE],3977,148,472,12605,1239,1.12644,0.701481,"0	1	0	0	1	0	0	0	1	1	0	1	0	2	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	2	"
rrap_ns10_nh4_m2_seed1,10,10,4,2,99,133,108,9,29,26,[Q-OB-TREE],5800,241,673,18811,10276,6.60186,0.844492,"1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	"
rrap_ns10_nh4_m2_seed2,10,10,4,2,99,133,108,9,29,26,[Q-OB-TREE],6636,298,730,21965,53713,27.3283,0.834677,"0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	2	0	"
rrap_ns10_nh4_m2_seed3,10,10,4,2,99,133,108,9,29,26,[Q-OB-TREE],5420,216,648,17381,4841,6.65778,0.759114,"0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	2	"
rrap_ns10_nh4_m2_seed4,10,10,4,2,99,133,108,9,29,26,[Q-OB-TREE],5362,222,654,17202,4265,3.94611,0.820861,"0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	3	0	0	0	2	0	0	"
rrap_ns10_nh2_m2_seed1,10,10,2,2,99,133,108,9,29,26,[BASIC],1489,99,279,4678,943,0.506731,0.674328,"0	1	0	1	1	0	2	0	2	0	1	0	1	0	0	1	2	2	0	1	"
rrap_ns10_nh2_m2_seed2,10,10,2,2,99,133,108,9,29,26,[BASIC],1775,125,305,5809,3300,2.15454,0.717961,"0	1	1	0	0	1	0	2	1	1	1	0	1	0	1	0	1	2	0	3	"
rrap_ns10_nh2_m2_seed3,10,10,2,2,99,133,108,9,29,26,[BASIC],2401,185,365,8331,388,0.516305,0.87103,"0	1	0	1	0	1	0	3	4	0	0	1	1	0	0	1	3	0	1	2	"
rrap_ns10_nh2_m2_seed4,10,10,2,2,99,133,108,9,29,26,[BASIC],2356,178,358,8103,468,0.854874,0.922681,"1	0	1	0	1	0	2	1	4	0	0	1	0	1	0	1	4	0	0	3	"
rrap_ns10_nh3_m2_seed1,10,10,3,2,99,133,108,9,29,26,[BASIC],2576,184,424,8484,3700,1.74732,0.729297,"0	1	0	0	1	0	1	0	0	0	2	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	2	2	0	0	"
rrap_ns10_nh3_m2_seed2,10,10,3,2,99,133,108,9,29,26,[BASIC],2477,181,421,8192,1925,2.37238,0.802967,"1	0	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	"
rrap_ns10_nh3_m2_seed3,10,10,3,2,99,133,108,9,29,26,[BASIC],2645,191,431,8772,1005,0.997073,0.813812,"0	1	0	0	1	0	0	1	0	2	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	2	0	3	0	0	"
rrap_ns10_nh3_m2_seed4,10,10,3,2,99,133,108,9,29,26,[BASIC],2178,148,388,6910,770,0.661155,0.701478,"0	1	0	0	1	0	0	0	1	1	0	1	0	2	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	2	"
rrap_ns10_nh4_m2_seed1,10,10,4,2,99,133,108,9,29,26,[BASIC],3289,241,541,10913,29434,6.99334,0.844491,"1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	"
rrap_ns10_nh4_m2_seed2,10,10,4,2,99,133,108,9,29,26,[BASIC],3965,298,598,13522,175682,36.6118,0.834673,"0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	2	0	"
rrap_ns10_nh4_m2_seed3,10,10,4,2,99,133,108,9,29,26,[BASIC],3005,216,516,9807,6600,1.64658,0.759112,"0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	2	"
rrap_ns10_nh4_m2_seed4,10,10,4,2,99,133,108,9,29,26,[BASIC],3111,222,522,10165,5091,2.63738,0.820857,"0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	3	0	0	0	2	0	0	"
rrap_ns10_nh2_m2_seed1,10,10,2,2,99,133,108,9,29,26,[TREE],718,99,186,2460,748,0.329386,0.674328,"0	1	0	1	1	0	2	0	2	0	1	0	1	0	0	1	2	2	0	1	"
rrap_ns10_nh2_m2_seed2,10,10,2,2,99,133,108,9,29,26,[TREE],848,125,212,3019,1331,0.504385,0.717959,"0	1	1	0	0	1	0	2	1	1	1	0	1	0	1	0	1	2	0	3	"
rrap_ns10_nh2_m2_seed3,10,10,2,2,99,133,108,9,29,26,[TREE],1136,185,272,4267,296,0.490398,0.87103,"0	1	0	1	0	1	0	3	4	0	0	1	1	0	0	1	3	0	1	2	"
rrap_ns10_nh2_m2_seed4,10,10,2,2,99,133,108,9,29,26,[TREE],1132,178,265,4225,240,0.401988,0.922681,"1	0	1	0	1	0	2	1	4	0	0	1	0	1	0	1	4	0	0	3	"
rrap_ns10_nh3_m2_seed1,10,10,3,2,99,133,108,9,29,26,[TREE],1178,184,300,4219,1782,0.880359,0.729297,"0	1	0	0	1	0	1	0	0	0	2	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	2	2	0	0	"
rrap_ns10_nh3_m2_seed2,10,10,3,2,99,133,108,9,29,26,[TREE],1128,181,297,4032,852,0.694657,0.802967,"1	0	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	"
rrap_ns10_nh3_m2_seed3,10,10,3,2,99,133,108,9,29,26,[TREE],1168,191,307,4212,363,0.476689,0.813812,"0	1	0	0	1	0	0	1	0	2	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	2	0	3	0	0	"
rrap_ns10_nh3_m2_seed4,10,10,3,2,99,133,108,9,29,26,[TREE],984,148,264,3396,1016,0.556173,0.701478,"0	1	0	0	1	0	0	0	1	1	0	1	0	2	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	2	"
rrap_ns10_nh4_m2_seed1,10,10,4,2,99,133,108,9,29,26,[TREE],1510,241,386,5418,19797,2.40537,0.844491,"1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	"
rrap_ns10_nh4_m2_seed2,10,10,4,2,99,133,108,9,29,26,[TREE],1826,298,443,6752,59958,11.2403,0.834673,"0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	2	0	"
rrap_ns10_nh4_m2_seed3,10,10,4,2,99,133,108,9,29,26,[TREE],1416,216,361,4989,4388,1.33204,0.759112,"0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	2	"
rrap_ns10_nh4_m2_seed4,10,10,4,2,99,133,108,9,29,26,[TREE],1482,222,367,5244,2291,0.559645,0.820857,"0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	3	0	0	0	2	0	0	"
rrap_ns10_nh2_m2_seed1,10,10,2,2,99,133,108,9,29,26,[OB-TREE],641,99,177,2224,732,0.299621,0.674328,"0	1	0	1	1	0	2	0	2	0	1	0	1	0	0	1	2	2	0	1	"
rrap_ns10_nh2_m2_seed2,10,10,2,2,99,133,108,9,29,26,[OB-TREE],753,125,203,2720,1506,0.57441,0.717959,"0	1	1	0	0	1	0	2	1	1	1	0	1	0	1	0	1	2	0	3	"
rrap_ns10_nh2_m2_seed3,10,10,2,2,99,133,108,9,29,26,[OB-TREE],1023,185,263,3905,239,0.382048,0.87103,"0	1	0	1	0	1	0	3	4	0	0	1	1	0	0	1	3	0	1	2	"
rrap_ns10_nh2_m2_seed4,10,10,2,2,99,133,108,9,29,26,[OB-TREE],1035,178,256,3919,269,0.340053,0.922681,"1	0	1	0	1	0	2	1	4	0	0	1	0	1	0	1	4	0	0	3	"
rrap_ns10_nh3_m2_seed1,10,10,3,2,99,133,108,9,29,26,[OB-TREE],1044,184,288,3797,2611,0.774241,0.729297,"0	1	0	0	1	0	1	0	0	0	2	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	2	2	0	0	"
rrap_ns10_nh3_m2_seed2,10,10,3,2,99,133,108,9,29,26,[OB-TREE],1022,181,285,3708,678,0.560623,0.802967,"1	0	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	"
rrap_ns10_nh3_m2_seed3,10,10,3,2,99,133,108,9,29,26,[OB-TREE],1046,191,295,3832,444,0.365731,0.813812,"0	1	0	0	1	0	0	1	0	2	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	2	0	3	0	0	"
rrap_ns10_nh3_m2_seed4,10,10,3,2,99,133,108,9,29,26,[OB-TREE],890,148,252,3114,702,0.509522,0.701478,"0	1	0	0	1	0	0	0	1	1	0	1	0	2	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	2	"
rrap_ns10_nh4_m2_seed1,10,10,4,2,99,133,108,9,29,26,[OB-TREE],1373,241,371,4999,12415,1.71138,0.844491,"1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	"
rrap_ns10_nh4_m2_seed2,10,10,4,2,99,133,108,9,29,26,[OB-TREE],1639,298,428,6158,51826,9.00969,0.834673,"0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	2	0	"
rrap_ns10_nh4_m2_seed3,10,10,4,2,99,133,108,9,29,26,[OB-TREE],1271,216,346,4542,4689,1.44567,0.759112,"0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	2	"
rrap_ns10_nh4_m2_seed4,10,10,4,2,99,133,108,9,29,26,[OB-TREE],1331,222,352,4776,3269,0.62599,0.820857,"0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	3	0	0	0	2	0	0	"
